PostType,UEID,UTID,RTID,RCID,NoC,Year,Date,Time,Author_UneditedID,Author_EnglishID,Author_UsenetID,AnonDegree,CAID,SAID,TAID,UAID,ThreadTitle,Newsgroup,CText,Url,Notes,CP,CPID
Comment,FT166CM05,,FT166,CM05,,1985,1985-08-17,20:26:14,Byron C. Howes,"Howes, Byron C.",,1,A0061,,,A0061,The topics that were requested...,Net.med,"In article <3...@kitty.UUCP> la...@kitty.UUCP (Larry Lippman) writes:> Anyone remember the unregulated x-ray machines that shoe stores used>as a fad in the 40's and 50's? I used to look forward to getting shoes as a>kid so I could watch my bones wiggle... I shudder to think how many REM's>those suckers gave to unsuspecting people.I remember them well. I also enjoyed looking at the bones in my feet.While I haven't developed food cancer I've often wondered if there wasany relationship between them and my lifelong battle with athlete'sfoot fungi. Does somebody know if, in fact, there is some kind ofcorrelation between exposure to those devices and cancer of the bonesin the foot?--Byron C. Howes...!{decvax,akgua}!mcnc!ecsvax!bch",https://groups.google.com/g/net.med/c/P8xpk_QdSLU/m/fNBB0I8N-loJ,,,
Comment,FT166CM06,,FT166,CM06,,1985,1985-08-19,7:47:34,William Ingogly,"Ingogly, William",,1,A0436,,,A0436,The topics that were requested...,Net.med,"In article <7...@mcnc.mcnc.UUCP> b...@mcnc.UUCP (Byron Howes) writes:>> Anyone remember the unregulated x-ray machines that shoe stores used>>as a fad in the 40's and 50's? ...>>I remember them well. I also enjoyed looking at the bones in my feet.What I liked even better were the little radiation viewing devices yousometimes found in cereal or crackerjack boxes. They were littleplastic tubes with a lens at one end and some of the radium materialthat goes on watch dials at the other. You could look into it in adark room and watch the little flashes ...This was back around the early '50s, I guess, when anything nuclear waspopular. It seemed like everyone was heading west to hunt for uranium;movies like ""The Atomic Kid"" with Mickey Rooney were popular; and Ihad a brand-new fake plastic Geiger counter I'd play with (it camewith fake uranium rocks and you'd hold the counter up to the rocks andthe counter would click like crazy). I can't remember ANYONEsuggesting that radiation might be bad for you in those days. Themovie ""Atomic Cafe"" captures the spirit of the times well.-- Cheers, Bill Ingogly",https://groups.google.com/g/net.med/c/P8xpk_QdSLU/m/XoaB2_oOlGUJ,,,
Comment,FT166CM07,,FT166,CM07,,1985,1985-08-20,15:16:34,j w ague,,j w ague,3,A0179,,,A0179,The topics that were requested...,Net.med,In article <3...@kitty.UUCP> la...@kitty.UUCP (Larry Lippman) writes:>> Anyone remember the unregulated x-ray machines that shoe stores used>as a fad in the 40's and 50's? I used to look forward to getting shoes as a>kid so I could watch my bones wiggle... I shudder to think how many REM's>those suckers gave to unsuspecting people.>Boy do I remember! I have thought about it for years!I'm 38 now and remember going to the store in the 50's and lookingat my feet through it until my parents would wisely drag me away.I always figure that it's just a matter of time beforeI have some wierd growth on one of my toes! It does worry mesomewhat - I wonder if there are any statistics out there oncancer of the foot associated with those things.Wes Agueihu1e!k9un,https://groups.google.com/g/net.med/c/P8xpk_QdSLU/m/vjoJBGFNKkUJ,,,
Comment,FT166CM08,,FT166,CM08,,1985,1985-08-21,16:56:22,Danny Sharpe,"Sharpe, Danny",,1,A0090,,,A0090,The topics that were requested...,Net.med,"In article <4...@cadre.ARPA> g...@cadre.ARPA (Gordon E. Banks) writes:>>Chiropractors also represent a source of unnecessary x-rays. Many>chiropractors do full spine xrays (some even full body xrays)>purporting to show the patient the areas of ""subluxation"". Of>course the patient is too ignorant of radiology to question what>the chiropractor points out as areas of abnormality. X ray>machines really don't belong in chiropractor's offices. Very>few M.D.s have x-ray machines in the office due to the necessity>to have good calibration to avoid excess exposure. (Dental x-rays>are an exception, but they aren't nearly as dangerous if miscalibration>does occur.) I would advise people not to let a chiropractor x-ray them.I was x-rayed by a chiropractor once. He wanted a picture of the jointwhere my spine meets my skull so he asked me to open my mouth wide andhe took the picture through my open jaws. No headrest or anything tohold my head in position. He didn't get the joint.Interestingly enough, he didn't wear any protective clothing or getbehind a screen or anything.-Danny---- CAUTION: WET FLOOR <== Is this a warning or a command? --Danny SharpeSchool of ICSGeorgia Insitute of Technology, Atlanta Georgia, 30332...!{akgua,allegra,amd,hplabs,ihnp4,seismo,ut-ngp}!gatech!gitpyr!dts",https://groups.google.com/g/net.med/c/P8xpk_QdSLU/m/OaqTrMCFeRwJ,,,
Comment,FT166CM09,,FT166,CM09,,1985,1985-08-22,6:20:54,Tom Stanions,"Stanions, Tom",,1,A0418,,,A0418,The topics that were requested...,Net.med,"In article <4...@cadre.ARPA> g...@cadre.ARPA (Gordon E. Banks) writes:>Chiropractors also represent a source of unnecessary x-rays. Many>chiropractors do full spine xrays (some even full body xrays)>purporting to show the patient the areas of ""subluxation"". Of>course the patient is too ignorant of radiology to question what>the chiropractor points out as areas of abnormality. X ray>machines really don't belong in chiropractor's offices. Very>few M.D.s have x-ray machines in the office due to the necessity>to have good calibration to avoid excess exposure. (Dental x-rays>are an exception, but they aren't nearly as dangerous if miscalibration>does occur.) I would advise people not to let a chiropractor x-ray them.Let's not let our prejudism show, I would advise people not to let anyone x-raythem without good reason. Many of the clinics that doctors practice in do havex-ray machines and the best way to pay them off is to x-ray people. Mysiister-in-law is currently attending a chiropractic college and has already(in her first year) been informed of the dangers and importance of x-rays inher future field. Chiropractors are trained specialists, and just like doctorsand dentists, some are good and some are bad. The only answer is intellegentpatients who have taken time to learn enough to tell the difference.Uninformed people are one of the major risks in chiropractics, when asked abouttheir medical past many will take the ""If he's so good let him find out aboutmy past and tell me!"" attitude, this has led to many injuries because thechiropractor didn't know about a past problem and did a manouver they would nothave done otherwise. If you want advice about any form of natural treatmentdon't ask a conventional doctor.{allegra|ihnp4}!cbdkc1!tjs",https://groups.google.com/g/net.med/c/P8xpk_QdSLU/m/91IFfeRTU_YJ,,,
Comment,FT166CM10,,FT166,CM10,,1985,1985-08-27,9:32:53,fc,,fc,3,A0140,,,A0140,The topics that were requested...,Net.med,I often wonder if people who used those foot x-ray machines in the1950's had any problem with children with birth defects in later years?,https://groups.google.com/g/net.med/c/P8xpk_QdSLU/m/Ksw6z_p8z_UJ,,,
Comment,FT166CM11,,FT166,CM11,,1985,1985-08-29,7:02:25,Gordon E. Banks,"Banks, Gordon E.",,1,A0156,,,A0156,The topics that were requested...,Net.med,"In article <7...@spuxll.UUCP> f...@spuxll.UUCP (fc) writes:>I often wonder if people who used those foot x-ray machines in the>1950's had any problem with children with birth defects in later years?Undoubtedly. However, I doubt if any statistical studies have beendone to correlate exposure to birth defects, which are now and havealways been extremely common, both in humans and animals, exposedor not.",https://groups.google.com/g/net.med/c/P8xpk_QdSLU/m/F-VCGyPGQ_YJ,,,
Comment,FT167CM01,,FT167,CM01,,1985,1985-08-16,18:12:17,Bill Stoll,"Stoll, Bill",,1,A0045,,,A0045,RABIES IS A PSYCHOSOMATIC DISEASE!,Net.med,"Any of you who have done Rabies research will know that the acceptedmethod of introducing the Rabies virus into the rat is by injectinglive Rabies virus directly into the rat's brain. Theoretically, allthe rats should get Rabies and die. Actually, most of them do. Avery small # do not die.In the past these were considered failed injections (or something) anddiscarded from the experiment. The studies were completed on thoserats which had actually contracted the disease. For years it was mostconvenient to forget about the rats that lived.Recently, a researcher in stress response decided to test thesurvivors of Rabies brain injection. Thousands of rats had to beinjected,to obtain a sufficient # of survivors to run a significantstudy, which required several months of time. Finally, when enoughhad been collected, the researcher divided them up into two matchedgroups. One group served as the controls; the other was placed incages where they were subjected to flashing lights, loud sounds,irregular hours, mild electric shocks, disturbed sleep, variations oftemperature---a generally stressful environment.ALL OF THE RATS CONTRACTED RABIES AND DIED!The conclusion was that the ""survivors"" just happened to havesufficient immunological reserves to hold the Rabies virus at bay.Apparently, during the time they lived following the injection,they were healthy carriers. When their reserves were depleted bypsycho-social stress they shifted down the ""bell curve of immunity""until they crossed the threshold limit of resistance to the Rabiesvirus already existing in their brains.Hans Selye described this back in the early '60s. Why is it takingso long for supposedly intelligent, well educated professionals tocatch on? By applying this simple principle alone, the HolisticPractitioners of Medicine have far outstripped their colleagues (NOLONGER PEERS). Once this principle is grasped there are many morethat fall into place.I am really enjoying the few frightened people on the net who are so""enjoying the entertainment"" as they so blithly describe theofferings of the ""health and vitamin freaks"" (I'M PROUD TO HAVEGRADUATED TO THAT CATAGORY). Since the positions are so far apart,and so clearly defined, somebody is going to look pretty foolishpretty soon. Since I have considerable experience and training inboth approaches, I have no qualms whatever about MY position. Whenanyone (even the most obtuse eventually see--if they keep looking)begins to see the light I will welcome that person to join the rest ofus who know how much more we have to learn. Perhaps, together, we canlearn more, and faster, than we can alone.To quote the famous Indian Philosopher NAROPA:""NEVER SAY THIS THING:If I do not know a thing, it is not so.""Ah, such interesting times we live in. I wouldn't miss it for theworld!Walt Stoll, MD, ABFPFounder, & Medical DirectorHolistic Medical Centre1412 N. BroadwayLexington, Kentucky 40505cbosgc!ukma!wws--Walt Stoll, MD, ABFPFounder, & Medical DirectorHolistic Medical Centre1412 N. BroadwayLexington, Kentucky 40505",https://groups.google.com/g/net.med/c/M1LbXoNDuMg/m/3v5t3q-TSVAJ,,,
Comment,FT167CM02,,FT167,CM02,,1985,1985-08-20,9:00:05,Mark Rosenthal,"Rosenthal, Mark",,1,A0284,,,A0284,RABIES IS A PSYCHOSOMATIC DISEASE!,Net.med,"In article <20...@ukma.UUCP> w...@ukma.UUCP (Bill Stoll) writes:>Recently, a researcher in stress response decided to test the>survivors of Rabies brain injection. ...and in a later paragraph:>The conclusion was that the ""survivors"" just happened to have>sufficient immunological reserves to hold the Rabies virus at bay.Most interesting. Who conducted the research? Where was the reportpublished? Have the results been duplicated?And most importantly, what lesson would you have us take from this?That we should each try to keep in good shape? That stress is bad for us?I don't think anyone would argue with those conclusions. Why is it necessaryfor you to present this in such an accusaroty manner?--Mark of the Valley of Roses...!{decvax,linus,ima,ihnp4}!bbncca!aoa!mbr",https://groups.google.com/g/net.med/c/M1LbXoNDuMg/m/X3F2v4KJlrIJ,,,
Comment,FT167CM03,,FT167,CM03,,1985,1985-08-20,17:12:53,Gordon E. Banks,"Banks, Gordon E.",,1,A0156,,,A0156,RABIES IS A PSYCHOSOMATIC DISEASE!,Net.med,"In article <20...@ukma.UUCP> w...@ukma.UUCP (Bill Stoll) writes:>>I am really enjoying the few frightened people on the net who are so>""enjoying the entertainment"" as they so blithly describe the>offerings of the ""health and vitamin freaks"" (I'M PROUD TO HAVE>GRADUATED TO THAT CATAGORY).How presumptious of you! Anyone who dares to argue with youmust just be quaking in their boots with fear.> Since the positions are so far apart,>and so clearly defined, somebody is going to look pretty foolish>pretty soon.Actually, someone is looking pretty foolish already!> Since I have considerable experience and training in>both approaches, I have no qualms whatever about MY position.You keep mentioning this, and signing your name with professionaltitles. Are we supposed to accept whatever you say on theauthority that you have graduated medical school and are a boardcertified Family Practitioner, despite the fact that instead ofciting published scientific evidence for your claims, all you seemto come up with are anecdotes? I know plenty of doctors who arecrazy as loons, and even some nobel laureates, so I for one amnot impressed with your credentials. As for being a ""holisticpractitioner"", I will just say that I don't consider that partakingin a delusion makes one an reliable guidepost for others.>When>anyone (even the most obtuse eventually see--if they keep looking)>begins to see the light I will welcome that person to join the rest of>us who know how much more we have to learn. Perhaps, together, we can>learn more, and faster, than we can alone.>>>To quote the famous Indian Philosopher NAROPA:>> ""NEVER SAY THIS THING:>> If I do not know a thing, it is not so."">But what this is talking about is having a closed mind.Science is agnostic by nature. This doesn't mean thatscience rejects all unproved arguments as untrue, simply as unproved.It is YOU who claim to be ""gnostic"" in the sense that youknow something that the world does not. We do not say thatyour claims are absolutely false, but that you have not presentedsufficient evidence to establish them. We remain in a state ofdisbelief. That is not the same as saying that what you are proposingis false. (Of course the scientific evidence IS strongly against many of thethings you teach.) YOU are the ones with closed minds. YOU are theones that start with theories and then sift all evidence, pickingand choosing those items that seem to support your claims and throwingout the rest. (Try to tell me you don't read the papers and magazines justlooking for cases to grind your own little axe on!)""Prove all things, hold fast to that which is good.""-Paul the apostle",https://groups.google.com/g/net.med/c/M1LbXoNDuMg/m/5H4OzoW4Wz0J,,,
Comment,FT167CM04,,FT167,CM04,,1985,1985-08-20,21:52:59,Steve Dyer,"Dyer, Steve",!bbnccv!bbncc5!sdyer,1,A0396,,,A0396,RABIES IS A PSYCHOSOMATIC DISEASE!,Net.med,"One wonders what point Stoll is dancing around here: first AIDS, nowrabies, all tied together with this theory of stress. Without disregardingother people's questions for references to validate the study you mention,let's assume it is true--it sounds reasonable to me. How does this reflectat all on human beings and clinical medicine? Are you really willing to beleft untreated after a bite by a rabid animal, I mean, except perhaps for thesepostings, you're 99% ""stress-free"", right? Or how about that challengethat Gordon gave you for a blood transfusion from a person with AIDS?Why not? You, of the even demeanor and robust immune system, what wouldyou EVER have to worry about?Let's face it: Stoll is trying to invert logic to grind his axe: whileit's an interesting testable hypothesis to claim that ""stress"" decreasesthe effectiveness of the immune system and potentiates infectious disease,provided we could ever define ""stress"" appropriately, it does not followAT ALL that lack of stress is somehow protective against infection, andthis observation is USELESS clinically in the treatment of disease, anddownright dangerous as the primary method in prevention.--/Steve Dyer{harvard,seismo}!bbnccv!bbncc5!sdyersd...@bbncc5.ARPA",https://groups.google.com/g/net.med/c/M1LbXoNDuMg/m/Ry5VYTm--8cJ,,,
Comment,FT167CM05,,FT167,CM05,,1985,1985-08-21,10:19:39,Peter da Silva,"da Silva, Peter",,1,A0327,,,A0327,RABIES IS A PSYCHOSOMATIC DISEASE!,Net.med,"> The conclusion was that the ""survivors"" just happened to have> sufficient immunological reserves to hold the Rabies virus at bay.> Apparently, during the time they lived following the injection,> they were healthy carriers. When their reserves were depleted by> psycho-social stress they shifted down the ""bell curve of immunity""> until they crossed the threshold limit of resistance to the Rabies> virus already existing in their brains.This does not in any way contradict current theory. It's a well knownfact that stress decreases ones resistence to disease. However this doesnot imply that a stress-free life will produce immunity to a disease.What about all the rats who died? Were they just worry-warts?--Peter (Made in Australia) da SilvaUUCP: ...!shell!neuro1!{hyd-ptd,baylor,datafac}!peterMCI: PDASILVA; CIS: 70216,1076",https://groups.google.com/g/net.med/c/M1LbXoNDuMg/m/QYCz6RCtDS0J,,,
Comment,FT167CM06,,FT167,CM06,,1985,1985-08-22,7:20:16,Byron C. Howes,"Howes, Byron C.",,1,A0061,,,A0061,RABIES IS A PSYCHOSOMATIC DISEASE!,Net.med,"Walt Stoll acts as if Holistic Physicians somehow originated the idea thatstress plays a role in disease contagion. Sorry, guy, you folks don't getthe credit for that. The epidemiologists (not exactly ignored by themainstream medical community) have understood this for years. That resis-tance is lowered when an individual is under stress is neither a new ornovel notion and predates the '60s by a long shot.I worry that Walt didn't know this. Just how well read is this turkey?I have the feeling that if I were bitten by a rabid dog he would prescribebed rest, herbal tea and holistic therapy to avoid the onset of rabies.Thanks, guy, but I'll take my chances with the technocrats and their shots!--Byron C. Howes...!{decvax,akgua}!mcnc!ecsvax!bch",https://groups.google.com/g/net.med/c/M1LbXoNDuMg/m/px6c1AIoh3kJ,,,
Comment,FT167CM07,,FT167,CM07,,1985,1985-08-22,8:56:33,Julie Omohundro,"Omohundro, Julie",,1,A0229,,,A0229,RABIES IS A PSYCHOSOMATIC DISEASE!,Net.med,"> ....One group served as the controls; the other was placed in> cages where they were subjected to flashing lights, loud sounds,> irregular hours, mild electric shocks, disturbed sleep, variations of> temperature---a generally stressful environment.This really IS ridiculous--these are all PHYSICAL stresses. It hasbeen LONG known that stress plays a role in disease. (Even theAggies know that stressed PLANTS are more likely to contract disease.)The above, however, does not even BEGIN to implicate PSYCHOLOGICALfactors. Geez, I would like to give you guys a serious listen,but--get a hold of yourselves!!!",https://groups.google.com/g/net.med/c/M1LbXoNDuMg/m/8ZWBacHVTP8J,,,
Comment,FT167CM08,,FT167,CM08,,1985,1985-08-29,11:45:34,Peter da Silva,"da Silva, Peter",,1,A0327,,,A0327,RABIES IS A PSYCHOSOMATIC DISEASE!,Net.med,"Question: how does Holistic Medicine differ substantially from what ChristianScientists advocate. For someone with the right mindset (a CS) prayer wouldbe exceptionally relaxing...--Peter (Made in Australia) da SilvaUUCP: ...!shell!neuro1!{hyd-ptd,baylor,datafac}!peterMCI: PDASILVA; CIS: 70216,1076",https://groups.google.com/g/net.med/c/M1LbXoNDuMg/m/xl6sSotgNc8J,,,
Comment,FT168CM01,,FT168,CM01,,1985,1985-08-28,6:05:05,2459,,2459,3,A0003,,,A0003,Sly Stallone and Rock Hudson -,Net.motss,Did you hear about the new movie that Sly Stallone & Rock Hudson are making ?It's called Rambutt,https://groups.google.com/g/net.motss/c/d16H5AX-Vd0/m/odxL0ISoyL0J,,,
Comment,FT168CM02,,FT168,CM02,,1985,1985-08-29,6:40:53,Ron Rizzo,"Rizzo, Ron",rri..@bbncca.uucp,1,A0368,,,A0368,Sly Stallone and Rock Hudson -,Net.motss,"Say, if you're going to post AIDS or Rock Hudson jokes, at least postsomething that has some wit or humor to it. Don't import the low-leveldreck that passes for humor in net.jokes to other newsgroups. We don'tall have a mental age of 9.",https://groups.google.com/g/net.motss/c/d16H5AX-Vd0/m/6rDS7GX4QVwJ,,,
Comment,FT169CM01,,FT169,CM01,,1985,1985-08-11,10:30:02,Craig Werner,"Werner, Craig",!philabs!aecom!werner,1,A0079,,,A0079,"Diet, Nutrition, and Cancer Prevention (pointer)",Net.med,"For the facts on diet, nutrition and Cancer prevention, write for the freebooklet:Food ChoicesNational Cancer InstituteBethesda MD 20205--Craig Werner!philabs!aecom!werner""The world is just a straight man for you sometimes""",https://groups.google.com/g/net.med/c/yDDbQj3XAV0/m/9GZUySUeNWEJ,,,
Comment,FT169CM02,,FT169,CM02,,1985,1985-08-14,10:19:22,Tom Stanions,"Stanions, Tom",,1,A0418,,,A0418,"Diet, Nutrition, and Cancer Prevention (pointer)",Net.med,"In article <18...@aecom.UUCP> wer...@aecom.UUCP (Craig Werner) writes:>For the facts on diet, nutrition and Cancer prevention, write for the free>booklet:>> Food Choices> National Cancer Institute> Bethesda MD 20205Surely you jest. Even you must admit that NCI's facts/opinions are biased. Ifthey solved cancer they would lose their funding. Even with this asside if theyfound out that the natural way worked would they admit it? This is theequivalent of going to a conventional doctor and asking then for nutritionaladvice.{allegra|ihnp4}!cbdkc1!tjs",https://groups.google.com/g/net.med/c/yDDbQj3XAV0/m/PF2CAG5bidMJ,,,
Comment,FT169CM03,,FT169,CM03,,1985,1985-08-16,14:44:43,Barry Shein,"Shein, Barry",,1,A0036,,,A0036,"Diet, Nutrition, and Cancer Prevention (pointer)",Net.med,">From: t...@cbdkc1.UUCP ( Tom Stanions)>Surely you jest. Even you must admit that NCI's facts/opinions are biased. If>they solved cancer they would lose their funding. Even with this asside if they>found out that the natural way worked would they admit it? This is the>equivalent of going to a conventional doctor and asking then for nutritional>advice.I remember when working at the Harvard School of Public Health anastonished outcry when (ok, I'm really working from memory here) thehead of NCI (in front of a congressional panel reviewing budgetrequests) said that the reason his request was so low was that he hopedthat congress would spend more money on improving the quality of life ingeneral rather than massive amounts on a disease that will probablyfrustrate us for years (this was around 1979.) He felt too much wasbeing spent already and that the important basic research was fundedfine, he would cut various programs that he felt were worthless atthis point.Ok, I guess if you're real cynical you'll figure an ulterior motivefor that one also, but sometimes ya gotta face the fact that there*are* people out there (not all of them named Richard Nixon who Iassume induced a lot of this cynicism.)As I remember, he got shot down by lobbying from the people who wouldget cut. Sigh. Does this jog anyone's memory for facts?Oh, foo, this is net.cooks...Ok, here's how I make Baba Ghanouj (sp?)Make a barbecue just like Dad used to make. Put a couple of largeeggplants on it (which you have pierced, they *can* blow up.) Leavethere till they are quite soft, the outside will char a bit, you'llthrow that away anyhow. Let them cool, cut in half, scoop the softinnards into a large bowl (some waste is unavoidable.) Glop in a bunchof tahini to taste, a splash of lemon juice, some garlic (optional), adash of tamari or salt (optional.) Whip the whole mess using typicaltools (it's not too hard with a fork but use the cuisinart if you like)till smooth. eat with pita bread, crackers (nice to put the stuff on aplate or bowl with some black olives, celery sticks etc.) You can also'do' the eggplants in an oven, but not quite as good.-Barry Shein, Boston University",https://groups.google.com/g/net.med/c/yDDbQj3XAV0/m/CYiOY0mXuzcJ,,,
Comment,FT169CM04,,FT169,CM04,,1985,1985-08-17,9:03:26,Gordon E. Banks,"Banks, Gordon E.",,1,A0156,,,A0156,"Diet, Nutrition, and Cancer Prevention (pointer)",Net.med,"In article <10...@cbdkc1.UUCP> t...@dkc1.UUCP ( Tom Stanions) writes:>>Surely you jest. Even you must admit that NCI's facts/opinions are biased. If>they solved cancer they would lose their funding. Even with this asside if they>found out that the natural way worked would they admit it? This is the>equivalent of going to a conventional doctor and asking then for nutritional>advice.Right on! The million or so MDs in this country all know thatif we just ate organic vegetables and yogurt, cooked inclay pots of our own make, drank pure spring water, and avoidedall contact with pharmaceutical poisons we would live to be asold as the Bible says we should (900 for Methusela). But thenhow could they make the payments on all those Mercedes we seeparked at the country club golf course every Wednesday? Sothey got together with all those pointy-headed biology Ph.D. typeswho have been teaching our kids evolution in the public schools,bribed a few crooked pinko politicians with the help ofdrug industry money, and steal our tax money for phoney researchon things like AIDS (which we all know is a curse from God thatclean living folks can't catch). Not only in this country, butall over the world, they've hoodwinked people into believingthat all the things that are really causing illness are ok,while besmirching the reputation of all the wonderful, bravechiropractors, herbalists, naturopaths, holistic practicioners,homeopaths, and astrologers who a trying to alert the Americanpeople to the truth.",https://groups.google.com/g/net.med/c/yDDbQj3XAV0/m/Xq2EcSkgEqYJ,,,
Comment,FT169CM05,,FT169,CM05,,1985,1985-08-19,17:59:42,Bill Oliver,"Oliver, Bill",,1,A0043,,,A0043,"Diet, Nutrition, and Cancer Prevention (pointer)",Net.med,"In article <10...@cbdkc1.UUCP> t...@dkc1.UUCP ( Tom Stanions) writes:>>Surely you jest. Even you must admit that NCI's facts/opinions are biased. If>they solved cancer they would lose their funding. Even with this asside if they>found out that the natural way worked would they admit it? This is the>equivalent of going to a conventional doctor and asking then for nutritional>advice.>>>{allegra|ihnp4}!cbdkc1!tjsIt is unfortunate that Mr. Stanions is so willing to lay all evil on thebacks of rational medicine. Perhaps he does not realize that, in fact,physicians and scientists and their families and loved ones die of cancerjust like everybody else.I received no joy in watching my mother suffer from breast cancer whenI was a young man. The last words I ever heard her speak were to askour pastor if it was a sin to pray for death. I received no joy inwatching other friends, relatives, and mentors pass on, cut down bydiseases for which there are no cures.Mr. Stanions is as wrong as he is insensitive. We who tryto find cures for disease are not in it just for the bucks, and ifhe would bother to do some trivial self-education before blastingaway indiscriminately with his vacuous pedantic slander, he would knowthat we have made phenomenal strides. Look at Hodgkins disease,look at germ cell tumors such as choriocarcinoma. You don`t treatcancer with wheat germ and aloe vera; you use tested and rationalapproaches and you keep looking for a better understanding of thebases of disease to design protocols for prevention and cure.I sincerely hope that even Mr. Stanions will see a surgeon when hegets his skin cancer or prostate cancer should he live that long.One of the first diagnoses of cancer I ever made was on a man whohad squamous cell carcinoma of the skin - a disease which is 100%curable if found in a reasonable amount of time. This fellow feltthat all doctors were just out for money and didn`t know shit, sojust let the little spot on his hand grow to the size of a baseball.By the time his family forced him to give up his herbal salves anddietary trivialities, he had allowed the cancer, probably the mosttreatable cancer around, to spread to his brain, lungs, and liver.He had effectively commited suicide.I would be just as happy using my talents to find a cure for aging.Let me tell you, as soon as people find a general cure for cancerif there is one, they will have no more trouble finding fundingfor the cure of the disease that will replace it as a greatkiller than they had in finding funding for the treatment ofcancer beforehand. I would just as soon try to findways to allow people live to be 200 as to try to figure waysof helping them reach 70.I have done my best to stay out of these discussions about""natural"" medicine, since they reduce so quickly to statementsof faith and magic by those who decry conventional medicine. I am quitecontent to let Mr. Stanions and his ilk act as witnesses againstthemselves. I will not, however, let him slander my motives.Bill Oliver, MDAssistant Chief Medical ExaminerState of North CarolinaThe opinions expressed above are those of the author and should not betaken as those of any other official, employee, Office, or Agency of theState of North Carolina.",https://groups.google.com/g/net.med/c/yDDbQj3XAV0/m/QRdvGFLJcZAJ,,,
Comment,FT169CM06,,FT169,CM06,,1985,1985-08-20,7:27:52,William Ingogly,"Ingogly, William",,1,A0436,,,A0436,"Diet, Nutrition, and Cancer Prevention (pointer)",Net.med,"In article <1...@unc.unc.UUCP> oli...@unc.UUCP (Bill Oliver) writes:>>they solved cancer they would lose their funding.Even with this asside if they>>found out that the natural way worked would they admit it? ...>>I have done my best to stay out of these discussions about>""natural"" medicine, since they reduce so quickly to statements>of faith and magic by those who decry conventional medicine. ...In all this discussion of 'natural' medicine I haven't seen anyonebring up what seems to me to be a key issue: what exactly does theword 'natural' signify when a practitioner of 'natural' medicineaccuses the conventional practitioner of hypocrisy or worse? The useof the phrase 'natural medicine' implies that practices that do notadhere to a certain naturalistic philosophy are in some sense suspect.Thus we have 'natural nutrition' opposed to 'artificial nutrition,' sothat a vitamin cooked up in a laboratory is missing some vital essencethat's present in an otherwise identical vitamin that occursnaturally. Go to your local health food store: you'll see 'natural'sources of minerals like calcium available.The suggestion is that calcium from a source like bone meal ordolomite will contribute to health more efficiently or effectivelythan the identical mineral that has somehow suffered humanintervention and thus been 'contaminated.' Or perhaps certain thingshave been removed by processing; we know that brown rice has morenutrients than polished rice, so perhaps naturally occurring calciumhas associated with it some trace compounds that processing removesand that science doesn't know about yet.It seems to me that both viewpoints are based on the notion of a Fallfrom Grace: that humanity in turning to technology for solutions toits problems has turned its back on the Garden in a kind ofself-imposed exile. The 'natural' ideologues ask us to reject thefalse knowledge we've acquired the past few hundred years, admit ourignorance, and return to an idealized 'natural' state that involvesthe rejection of technological solutions and the development of Faithin either an evolved world whose complexity and subtlety will foreverremain beyond us or a God who has ordered a world in our own bestinterests. In either case there's a sense that the cardinal sin ofPride is behind our technological advances, and that the fall occurredwhen the first hominid shaped the first bone club on the Africanplains (or in the Garden, depending on the religious basis of one'sFaith in 'natural' medicine). Note for example how often these peoplejump on any evidence that ordinary medicine has made factual orjudgement errors, evidence that Science can't after all be trusted sowe must place our Faith in something else.Science sees the world as a text whose meaning yields toexperimentation and rational examination. Salvation (or a cure)results from a scientific approach to problems. The 'natural' ideologueseems to see the world as a text whose meaning is forever beyondrational explication, and the act of rational examination as abetrayal of our roots as 'natural' beings. Salvation (or a cure)results from an acceptance of our limitations, of our 'sin' in relyingtoo much on a technology that is in some sense outside nature, andof the wisdom of placing Faith in a path to enlightenment laid out bycertain enlightened practitioners who are more attuned than most tothe deep mysterious rhythms that run the world. Faith in 'natural'medicine is ultimately a form of religious belief, in my opinion.Since it's based on Faith, argument with its most dedicatedpractitioners is probably futile.-- Cheers, Bill Ingogly",https://groups.google.com/g/net.med/c/yDDbQj3XAV0/m/Of9jmPlSgrsJ,,,
